relation_id,reference_model_id,reference_model,compatible_model_id,compatible_model,film_type,status,confidence,evidence_class,source_file,source_row,source_url,last_verified,conflict,notes
pelicula_g001__lg_k51s__motorola_moto_g30,lg_k51s,LG K51S,motorola_moto_g30,Motorola Moto G30,pelicula_tela,precisa_testar,baixa,PRECISA_TESTAR,docs/catalogo/seeds/device_compatibilities_seed_001.csv,61,,2026-07-09,pendente_teste_seco,"Use para busca de balcão: ao digitar A02/A03/A13/G20/G9, mostrar todos. Testar seco: borda/câmera/sensor podem variar por molde. Compatibilidade de pelicula nao prova compatibilidade de capinha."
pelicula_g001__lg_k51s__motorola_moto_g9,lg_k51s,LG K51S,motorola_moto_g9,Motorola Moto G9,pelicula_tela,precisa_testar,baixa,PRECISA_TESTAR,docs/catalogo/seeds/device_compatibilities_seed_001.csv,62,,2026-07-09,pendente_teste_seco,"Use para busca de balcão: ao digitar A02/A03/A13/G20/G9, mostrar todos. Testar seco: borda/câmera/sensor podem variar por molde. Compatibilidade de pelicula nao prova compatibilidade de capinha."
pelicula_g001__lg_k51s__motorola_moto_g9_play,lg_k51s,LG K51S,motorola_moto_g9_play,Motorola Moto G9 Play,pelicula_tela,precisa_testar,baixa,PRECISA_TESTAR,docs/catalogo/seeds/device_compatibilities_seed_001.csv,63,,2026-07-09,pendente_teste_seco,"Use para busca de balcão: ao digitar A02/A03/A13/G20/G9, mostrar todos. Testar seco: borda/câmera/sensor podem variar por molde. Compatibilidade de pelicula nao prova compatibilidade de capinha."
pelicula_g001__lg_k51s__motorola_moto_one_fusion,lg_k51s,LG K51S,motorola_moto_one_fusion,Motorola Moto One Fusion,pelicula_tela,precisa_testar,baixa,PRECISA_TESTAR,docs/catalogo/seeds/device_compatibilities_seed_001.csv,64,,2026-07-09,pendente_teste_seco,"Use para busca de balcão: ao digitar A02/A03/A13/G20/G9, mostrar todos. Testar seco: borda/câmera/sensor podem variar por molde. Compatibilidade de pelicula nao prova compatibilidade de capinha."
pelicula_g001__lg_k51s__realme_c11,lg_k51s,LG K51S,realme_c11,Realme C11,pelicula_tela,precisa_testar,baixa,PRECISA_TESTAR,docs/catalogo/seeds/device_compatibilities_seed_001.csv,65,,2026-07-09,pendente_teste_seco,"Use para busca de balcão: ao digitar A02/A03/A13/G20/G9, mostrar todos. Testar seco: borda/câmera/sensor podem variar por molde. Compatibilidade de pelicula nao prova compatibilidade de capinha."
pelicula_g001__lg_k51s__realme_c21y,lg_k51s,LG K51S,realme_c21y,Realme C21Y,pelicula_tela,precisa_testar,baixa,PRECISA_TESTAR,docs/catalogo/seeds/device_compatibilities_seed_001.csv,66,,2026-07-09,pendente_teste_seco,"Use para busca de balcão: ao digitar A02/A03/A13/G20/G9, mostrar todos. Testar seco: borda/câmera/sensor podem variar por molde. Compatibilidade de pelicula nao prova compatibilidade de capinha."
pelicula_g001__lg_k51s__realme_c25,lg_k51s,LG K51S,realme_c25,Realme C25,pelicula_tela,precisa_testar,baixa,PRECISA_TESTAR,docs/catalogo/seeds/device_compatibilities_seed_001.csv,67,,2026-07-09,pendente_teste_seco,"Use para busca de balcão: ao digitar A02/A03/A13/G20/G9, mostrar todos. Testar seco: borda/câmera/sensor podem variar por molde. Compatibilidade de pelicula nao prova compatibilidade de capinha."
pelicula_g001__lg_k51s__realme_c35,lg_k51s,LG K51S,realme_c35,Realme C35,pelicula_tela,precisa_testar,baixa,PRECISA_TESTAR,docs/catalogo/seeds/device_compatibilities_seed_001.csv,68,,2026-07-09,pendente_teste_seco,"Use para busca de balcão: ao digitar A02/A03/A13/G20/G9, mostrar todos. Testar seco: borda/câmera/sensor podem variar por molde. Compatibilidade de pelicula nao prova compatibilidade de capinha."
pelicula_g001__lg_k51s__redmi_9a_sport,lg_k51s,LG K51S,redmi_9a_sport,Redmi 9A Sport,pelicula_tela,precisa_testar,baixa,PRECISA_TESTAR,docs/catalogo/seeds/device_compatibilities_seed_001.csv,69,,2026-07-09,pendente_teste_seco,"Use para busca de balcão: ao digitar A02/A03/A13/G20/G9, mostrar todos. Testar seco: borda/câmera/sensor podem variar por molde. Compatibilidade de pelicula nao prova compatibilidade de capinha."
pelicula_g001__lg_k51s__samsung_galaxy_a02,lg_k51s,LG K51S,samsung_galaxy_a02,Samsung Galaxy A02,pelicula_tela,precisa_testar,baixa,PRECISA_TESTAR,docs/catalogo/seeds/device_compatibilities_seed_001.csv,70,,2026-07-09,pendente_teste_seco,"Use para busca de balcão: ao digitar A02/A03/A13/G20/G9, mostrar todos. Testar seco: borda/câmera/sensor podem variar por molde. Compatibilidade de pelicula nao prova compatibilidade de capinha."
pelicula_g001__lg_k51s__samsung_galaxy_a02s,lg_k51s,LG K51S,samsung_galaxy_a02s,Samsung Galaxy A02S,pelicula_tela,precisa_testar,baixa,PRECISA_TESTAR,docs/catalogo/seeds/device_compatibilities_seed_001.csv,71,,2026-07-09,pendente_teste_seco,"Use para busca de balcão: ao digitar A02/A03/A13/G20/G9, mostrar todos. Testar seco: borda/câmera/sensor podem variar por molde. Compatibilidade de pelicula nao prova compatibilidade de capinha."
pelicula_g001__lg_k51s__samsung_galaxy_a03,lg_k51s,LG K51S,samsung_galaxy_a03,Samsung Galaxy A03,pelicula_tela,precisa_testar,baixa,PRECISA_TESTAR,docs/catalogo/seeds/device_compatibilities_seed_001.csv,72,,2026-07-09,pendente_teste_seco,"Use para busca de balcão: ao digitar A02/A03/A13/G20/G9, mostrar todos. Testar seco: borda/câmera/sensor podem variar por molde. Compatibilidade de pelicula nao prova compatibilidade de capinha."
pelicula_g001__lg_k51s__samsung_galaxy_a03_core,lg_k51s,LG K51S,samsung_galaxy_a03_core,Samsung Galaxy A03 Core,pelicula_tela,precisa_testar,baixa,PRECISA_TESTAR,docs/catalogo/seeds/device_compatibilities_seed_001.csv,73,,2026-07-09,pendente_teste_seco,"Use para busca de balcão: ao digitar A02/A03/A13/G20/G9, mostrar todos. Testar seco: borda/câmera/sensor podem variar por molde. Compatibilidade de pelicula nao prova compatibilidade de capinha."
pelicula_g001__lg_k51s__samsung_galaxy_a03s,lg_k51s,LG K51S,samsung_galaxy_a03s,Samsung Galaxy A03S,pelicula_tela,precisa_testar,baixa,PRECISA_TESTAR,docs/catalogo/seeds/device_compatibilities_seed_001.csv,74,,2026-07-09,pendente_teste_seco,"Use para busca de balcão: ao digitar A02/A03/A13/G20/G9, mostrar todos. Testar seco: borda/câmera/sensor podem variar por molde. Compatibilidade de pelicula nao prova compatibilidade de capinha."
pelicula_g001__lg_k51s__samsung_galaxy_a12,lg_k51s,LG K51S,samsung_galaxy_a12,Samsung Galaxy A12,pelicula_tela,precisa_testar,baixa,PRECISA_TESTAR,docs/catalogo/seeds/device_compatibilities_seed_001.csv,75,,2026-07-09,pendente_teste_seco,"Use para busca de balcão: ao digitar A02/A03/A13/G20/G9, mostrar todos. Testar seco: borda/câmera/sensor podem variar por molde. Compatibilidade de pelicula nao prova compatibilidade de capinha."
pelicula_g001__lg_k51s__samsung_galaxy_a13,lg_k51s,LG K51S,samsung_galaxy_a13,Samsung Galaxy A13,pelicula_tela,precisa_testar,baixa,PRECISA_TESTAR,docs/catalogo/seeds/device_compatibilities_seed_001.csv,76,,2026-07-09,pendente_teste_seco,"Use para busca de balcão: ao digitar A02/A03/A13/G20/G9, mostrar todos. Testar seco: borda/câmera/sensor podem variar por molde. Compatibilidade de pelicula nao prova compatibilidade de capinha."
pelicula_g001__lg_k51s__samsung_galaxy_a13_4g,lg_k51s,LG K51S,samsung_galaxy_a13_4g,Samsung Galaxy A13 4G,pelicula_tela,precisa_testar,baixa,PRECISA_TESTAR,docs/catalogo/seeds/device_compatibilities_seed_001.csv,77,,2026-07-09,pendente_teste_seco,"Use para busca de balcão: ao digitar A02/A03/A13/G20/G9, mostrar todos. Testar seco: borda/câmera/sensor podem variar por molde. Compatibilidade de pelicula nao prova compatibilidade de capinha."
pelicula_g001__lg_k51s__samsung_galaxy_a13_5g,lg_k51s,LG K51S,samsung_galaxy_a13_5g,Samsung Galaxy A13 5G,pelicula_tela,precisa_testar,baixa,PRECISA_TESTAR,docs/catalogo/seeds/device_compatibilities_seed_001.csv,78,,2026-07-09,pendente_teste_seco,"Use para busca de balcão: ao digitar A02/A03/A13/G20/G9, mostrar todos. Testar seco: borda/câmera/sensor podem variar por molde. Compatibilidade de pelicula nao prova compatibilidade de capinha."
pelicula_g001__lg_k51s__samsung_galaxy_a23,lg_k51s,LG K51S,samsung_galaxy_a23,Samsung Galaxy A23,pelicula_tela,precisa_testar,baixa,PRECISA_TESTAR,docs/catalogo/seeds/device_compatibilities_seed_001.csv,79,,2026-07-09,pendente_teste_seco,"Use para busca de balcão: ao digitar A02/A03/A13/G20/G9, mostrar todos. Testar seco: borda/câmera/sensor podem variar por molde. Compatibilidade de pelicula nao prova compatibilidade de capinha."
pelicula_g001__lg_k51s__samsung_galaxy_a23_4g,lg_k51s,LG K51S,samsung_galaxy_a23_4g,Samsung Galaxy A23 4G,pelicula_tela,precisa_testar,baixa,PRECISA_TESTAR,docs/catalogo/seeds/device_compatibilities_seed_001.csv,80,,2026-07-09,pendente_teste_seco,"Use para busca de balcão: ao digitar A02/A03/A13/G20/G9, mostrar todos. Testar seco: borda/câmera/sensor podem variar por molde. Compatibilidade de pelicula nao prova compatibilidade de capinha."
pelicula_g001__lg_k51s__samsung_galaxy_a70,lg_k51s,LG K51S,samsung_galaxy_a70,Samsung Galaxy A70,pelicula_tela,precisa_testar,baixa,PRECISA_TESTAR,docs/catalogo/seeds/device_compatibilities_seed_001.csv,81,,2026-07-09,pendente_teste_seco,"Use para busca de balcão: ao digitar A02/A03/A13/G20/G9, mostrar todos. Testar seco: borda/câmera/sensor podem variar por molde. Compatibilidade de pelicula nao prova compatibilidade de capinha."
pelicula_g001__lg_k51s__samsung_galaxy_m12,lg_k51s,LG K51S,samsung_galaxy_m12,Samsung Galaxy M12,pelicula_tela,precisa_testar,baixa,PRECISA_TESTAR,docs/catalogo/seeds/device_compatibilities_seed_001.csv,82,,2026-07-09,pendente_teste_seco,"Use para busca de balcão: ao digitar A02/A03/A13/G20/G9, mostrar todos. Testar seco: borda/câmera/sensor podem variar por molde. Compatibilidade de pelicula nao prova compatibilidade de capinha."
pelicula_g001__motorola_moto_e20__motorola_moto_e7_plus,motorola_moto_e20,Motorola Moto E20,motorola_moto_e7_plus,Motorola Moto E7 Plus,pelicula_tela,precisa_testar,baixa,PRECISA_TESTAR,docs/catalogo/seeds/device_compatibilities_seed_001.csv,83,,2026-07-09,pendente_teste_seco,"Use para busca de balcão: ao digitar A02/A03/A13/G20/G9, mostrar todos. Testar seco: borda/câmera/sensor podem variar por molde. Compatibilidade de pelicula nao prova compatibilidade de capinha."
pelicula_g001__motorola_moto_e20__motorola_moto_g10,motorola_moto_e20,Motorola Moto E20,motorola_moto_g10,Motorola Moto G10,pelicula_tela,precisa_testar,baixa,PRECISA_TESTAR,docs/catalogo/seeds/device_compatibilities_seed_001.csv,84,,2026-07-09,pendente_teste_seco,"Use para busca de balcão: ao digitar A02/A03/A13/G20/G9, mostrar todos. Testar seco: borda/câmera/sensor podem variar por molde. Compatibilidade de pelicula nao prova compatibilidade de capinha."
pelicula_g001__motorola_moto_e20__motorola_moto_g20,motorola_moto_e20,Motorola Moto E20,motorola_moto_g20,Motorola Moto G20,pelicula_tela,precisa_testar,baixa,PRECISA_TESTAR,docs/catalogo/seeds/device_compatibilities_seed_001.csv,85,,2026-07-09,pendente_teste_seco,"Use para busca de balcão: ao digitar A02/A03/A13/G20/G9, mostrar todos. Testar seco: borda/câmera/sensor podem variar por molde. Compatibilidade de pelicula nao prova compatibilidade de capinha."
pelicula_g001__motorola_moto_e20__motorola_moto_g30,motorola_moto_e20,Motorola Moto E20,motorola_moto_g30,Motorola Moto G30,pelicula_tela,precisa_testar,baixa,PRECISA_TESTAR,docs/catalogo/seeds/device_compatibilities_seed_001.csv,86,,2026-07-09,pendente_teste_seco,"Use para busca de balcão: ao digitar A02/A03/A13/G20/G9, mostrar todos. Testar seco: borda/câmera/sensor podem variar por molde. Compatibilidade de pelicula nao prova compatibilidade de capinha."
pelicula_g001__motorola_moto_e20__motorola_moto_g9,motorola_moto_e20,Motorola Moto E20,motorola_moto_g9,Motorola Moto G9,pelicula_tela,precisa_testar,baixa,PRECISA_TESTAR,docs/catalogo/seeds/device_compatibilities_seed_001.csv,87,,2026-07-09,pendente_teste_seco,"Use para busca de balcão: ao digitar A02/A03/A13/G20/G9, mostrar todos. Testar seco: borda/câmera/sensor podem variar por molde. Compatibilidade de pelicula nao prova compatibilidade de capinha."
pelicula_g001__motorola_moto_e20__motorola_moto_g9_play,motorola_moto_e20,Motorola Moto E20,motorola_moto_g9_play,Motorola Moto G9 Play,pelicula_tela,precisa_testar,baixa,PRECISA_TESTAR,docs/catalogo/seeds/device_compatibilities_seed_001.csv,88,,2026-07-09,pendente_teste_seco,"Use para busca de balcão: ao digitar A02/A03/A13/G20/G9, mostrar todos. Testar seco: borda/câmera/sensor podem variar por molde. Compatibilidade de pelicula nao prova compatibilidade de capinha."
pelicula_g001__motorola_moto_e20__motorola_moto_one_fusion,motorola_moto_e20,Motorola Moto E20,motorola_moto_one_fusion,Motorola Moto One Fusion,pelicula_tela,precisa_testar,baixa,PRECISA_TESTAR,docs/catalogo/seeds/device_compatibilities_seed_001.csv,89,,2026-07-09,pendente_teste_seco,"Use para busca de balcão: ao digitar A02/A03/A13/G20/G9, mostrar todos. Testar seco: borda/câmera/sensor podem variar por molde. Compatibilidade de pelicula nao prova compatibilidade de capinha."
pelicula_g001__motorola_moto_e20__realme_c11,motorola_moto_e20,Motorola Moto E20,realme_c11,Realme C11,pelicula_tela,precisa_testar,baixa,PRECISA_TESTAR,docs/catalogo/seeds/device_compatibilities_seed_001.csv,90,,2026-07-09,pendente_teste_seco,"Use para busca de balcão: ao digitar A02/A03/A13/G20/G9, mostrar todos. Testar seco: borda/câmera/sensor podem variar por molde. Compatibilidade de pelicula nao prova compatibilidade de capinha."
pelicula_g001__motorola_moto_e20__realme_c21y,motorola_moto_e20,Motorola Moto E20,realme_c21y,Realme C21Y,pelicula_tela,precisa_testar,baixa,PRECISA_TESTAR,docs/catalogo/seeds/device_compatibilities_seed_001.csv,91,,2026-07-09,pendente_teste_seco,"Use para busca de balcão: ao digitar A02/A03/A13/G20/G9, mostrar todos. Testar seco: borda/câmera/sensor podem variar por molde. Compatibilidade de pelicula nao prova compatibilidade de capinha."
pelicula_g001__motorola_moto_e20__realme_c25,motorola_moto_e20,Motorola Moto E20,realme_c25,Realme C25,pelicula_tela,precisa_testar,baixa,PRECISA_TESTAR,docs/catalogo/seeds/device_compatibilities_seed_001.csv,92,,2026-07-09,pendente_teste_seco,"Use para busca de balcão: ao digitar A02/A03/A13/G20/G9, mostrar todos. Testar seco: borda/câmera/sensor podem variar por molde. Compatibilidade de pelicula nao prova compatibilidade de capinha."
pelicula_g001__motorola_moto_e20__realme_c35,motorola_moto_e20,Motorola Moto E20,realme_c35,Realme C35,pelicula_tela,precisa_testar,baixa,PRECISA_TESTAR,docs/catalogo/seeds/device_compatibilities_seed_001.csv,93,,2026-07-09,pendente_teste_seco,"Use para busca de balcão: ao digitar A02/A03/A13/G20/G9, mostrar todos. Testar seco: borda/câmera/sensor podem variar por molde. Compatibilidade de pelicula nao prova compatibilidade de capinha."
pelicula_g001__motorola_moto_e20__redmi_9a_sport,motorola_moto_e20,Motorola Moto E20,redmi_9a_sport,Redmi 9A Sport,pelicula_tela,precisa_testar,baixa,PRECISA_TESTAR,docs/catalogo/seeds/device_compatibilities_seed_001.csv,94,,2026-07-09,pendente_teste_seco,"Use para busca de balcão: ao digitar A02/A03/A13/G20/G9, mostrar todos. Testar seco: borda/câmera/sensor podem variar por molde. Compatibilidade de pelicula nao prova compatibilidade de capinha."
pelicula_g001__motorola_moto_e20__samsung_galaxy_a02,motorola_moto_e20,Motorola Moto E20,samsung_galaxy_a02,Samsung Galaxy A02,pelicula_tela,precisa_testar,baixa,PRECISA_TESTAR,docs/catalogo/seeds/device_compatibilities_seed_001.csv,95,,2026-07-09,pendente_teste_seco,"Use para busca de balcão: ao digitar A02/A03/A13/G20/G9, mostrar todos. Testar seco: borda/câmera/sensor podem variar por molde. Compatibilidade de pelicula nao prova compatibilidade de capinha."
pelicula_g001__motorola_moto_e20__samsung_galaxy_a02s,motorola_moto_e20,Motorola Moto E20,samsung_galaxy_a02s,Samsung Galaxy A02S,pelicula_tela,precisa_testar,baixa,PRECISA_TESTAR,docs/catalogo/seeds/device_compatibilities_seed_001.csv,96,,2026-07-09,pendente_teste_seco,"Use para busca de balcão: ao digitar A02/A03/A13/G20/G9, mostrar todos. Testar seco: borda/câmera/sensor podem variar por molde. Compatibilidade de pelicula nao prova compatibilidade de capinha."
pelicula_g001__motorola_moto_e20__samsung_galaxy_a03,motorola_moto_e20,Motorola Moto E20,samsung_galaxy_a03,Samsung Galaxy A03,pelicula_tela,precisa_testar,baixa,PRECISA_TESTAR,docs/catalogo/seeds/device_compatibilities_seed_001.csv,97,,2026-07-09,pendente_teste_seco,"Use para busca de balcão: ao digitar A02/A03/A13/G20/G9, mostrar todos. Testar seco: borda/câmera/sensor podem variar por molde. Compatibilidade de pelicula nao prova compatibilidade de capinha."
pelicula_g001__motorola_moto_e20__samsung_galaxy_a03_core,motorola_moto_e20,Motorola Moto E20,samsung_galaxy_a03_core,Samsung Galaxy A03 Core,pelicula_tela,precisa_testar,baixa,PRECISA_TESTAR,docs/catalogo/seeds/device_compatibilities_seed_001.csv,98,,2026-07-09,pendente_teste_seco,"Use para busca de balcão: ao digitar A02/A03/A13/G20/G9, mostrar todos. Testar seco: borda/câmera/sensor podem variar por molde. Compatibilidade de pelicula nao prova compatibilidade de capinha."
pelicula_g001__motorola_moto_e20__samsung_galaxy_a03s,motorola_moto_e20,Motorola Moto E20,samsung_galaxy_a03s,Samsung Galaxy A03S,pelicula_tela,precisa_testar,baixa,PRECISA_TESTAR,docs/catalogo/seeds/device_compatibilities_seed_001.csv,99,,2026-07-09,pendente_teste_seco,"Use para busca de balcão: ao digitar A02/A03/A13/G20/G9, mostrar todos. Testar seco: borda/câmera/sensor podem variar por molde. Compatibilidade de pelicula nao prova compatibilidade de capinha."
pelicula_g001__motorola_moto_e20__samsung_galaxy_a12,motorola_moto_e20,Motorola Moto E20,samsung_galaxy_a12,Samsung Galaxy A12,pelicula_tela,precisa_testar,baixa,PRECISA_TESTAR,docs/catalogo/seeds/device_compatibilities_seed_001.csv,100,,2026-07-09,pendente_teste_seco,"Use para busca de balcão: ao digitar A02/A03/A13/G20/G9, mostrar todos. Testar seco: borda/câmera/sensor podem variar por molde. Compatibilidade de pelicula nao prova compatibilidade de capinha."
pelicula_g001__motorola_moto_e20__samsung_galaxy_a13,motorola_moto_e20,Motorola Moto E20,samsung_galaxy_a13,Samsung Galaxy A13,pelicula_tela,precisa_testar,baixa,PRECISA_TESTAR,docs/catalogo/seeds/device_compatibilities_seed_001.csv,101,,2026-07-09,pendente_teste_seco,"Use para busca de balcão: ao digitar A02/A03/A13/G20/G9, mostrar todos. Testar seco: borda/câmera/sensor podem variar por molde. Compatibilidade de pelicula nao prova compatibilidade de capinha."
pelicula_g001__motorola_moto_e20__samsung_galaxy_a13_4g,motorola_moto_e20,Motorola Moto E20,samsung_galaxy_a13_4g,Samsung Galaxy A13 4G,pelicula_tela,precisa_testar,baixa,PRECISA_TESTAR,docs/catalogo/seeds/device_compatibilities_seed_001.csv,102,,2026-07-09,pendente_teste_seco,"Use para busca de balcão: ao digitar A02/A03/A13/G20/G9, mostrar todos. Testar seco: borda/câmera/sensor podem variar por molde. Compatibilidade de pelicula nao prova compatibilidade de capinha."
